label,eiaid,name,utility,basicinformationcomments
539f6b9fec4f024411ec9f1b,9576,"Schedule ""A"" Basic Service, Single Phase, Option T (Time of Use Pricing)",Jackson County Rural E M C,
564f8f4b5457a36237c58358,19032,Residential,"City of Torrington, Wyoming (Utility Company)",
58dd41985457a351113d33cf,17564,Residential,South Kentucky Rural Electric Coop Corp,
558b05515457a3865f8b456a,17642,Rural Residential Seasonal,Southern Public Power District,
539f6badec4f024411ec9fdd,9991,Storage Water Heating Space Heating(Sub-metered),Kandiyohi Power Coop,
539f6baeec4f024411ec9fe9,19947,Residential service rate,"City of Wadena, Minnesota (Utility Company)",
539f6baeec4f024411ec9fef,19027,Residential,"Tombigbee Electric Coop, Inc",Purchased Power Cost Adjustment may apply
539f6baeec4f024411eca00d,18336,Residential Service (Three-Phase) ER1 w/ Parallel Generation (< 20 kW),"Superior Water, Light and Power Co",
539f6baeec4f024411eca053,5343,RESIDENTIAL ELECTRIC SERVICE,"City of Dowagiac, Michigan (Utility Company)",
539f6bbcec4f024411eca087,20632,All Electric Residential,"City of Wilber, Nebraska (Utility Company)",
539f6bbcec4f024411eca08b,6640,Residential Service Time-of-Use service - Three Phase,Four County Elec Member Corp,
539f6bbcec4f024411eca08f,3502,RESIDENTIAL SERVICE TIME OF USE: SINGLE PHASE,"Choctawhatche Elec Coop, Inc",
539f6bbdec4f024411eca09b,4147,RATE-RS DHW  RESIDENTIAL SERVICE CONTROLLED WATER HEATING,"Town of Concord, Massachusetts (Utility Company)",
539f6bbdec4f024411eca09f,221,Residential Rate: Old Harbor Village,"Alaska Village Elec Coop, Inc",
539f6bbdec4f024411eca0a1,240,Residential TOD - Demand/Energy - Single-Phase,Albemarle Electric Member Corp,
539f6bbdec4f024411eca0ad,18336,Residential Service Time-of-Day (Single-Phase) ERTD w/ Parallel Generation (< 20 kW),"Superior Water, Light and Power Co",
5da604535457a3ae416dbecf,9617,RS Residential Electric,Jacksonville Electric Authority,
539f6bbdec4f024411eca0f3,690,E-1 Residential Customers,"City of Bardstown, Kentucky (Utility Company)",
539f6bbdec4f024411eca0fb,3478,Experimental Residential Demand Rate (Peak Demand Charge),Cimarron Electric Coop,"BILLING ADJUSTMENT:
(a) Power Cost Adjustment: Reference Sheet No. 1.
(b) Tax Adjustment: Reference Sheet No. L"
539f6bbeec4f024411eca10b,15086,Rural Residential Service (Single-Phase) Fg-1,Pioneer Power and Light Co,Rates are subject to Power cost adjustment clause which varies monthly.
539f6bbeec4f024411eca10f,10817,Residential Service - Single Phase,"Lea County Electric Coop, Inc",
5e42ccf65457a30a704fdfa4,6640,Residential Service - Three Phase,Four County Elec Member Corp,
539f6bcdec4f024411eca129,3040,Rate E2: Residential,"City of Carmi, Illinois (Utility Company)",
539f6bcdec4f024411eca12f,15175,Residential Service - Three Phase,Pointe Coupee Elec Member Corp,
539f6bcdec4f024411eca137,11589,General Service: Three-Phase Service (50 kVa or less) (Schedule A),"Harney Electric Coop, Inc (Nevada)",
539f6bcdec4f024411eca14d,5438,Schedule SP - Single Phase 15 kVA or less,"Duncan Valley Elec Coop, Inc",
5cb74d5e5457a39c139b6ec4,16609,EV-TOU-2,San Diego Gas & Electric Co,
539f6bcdec4f024411eca15b,11488,Residential Electric Service,Madisonville Municipal Utils,
560586f15457a3b95b8b4567,14582,Residential- Outside City,"City of Pawhuska, Oklahoma (Utility Company)",
539f6bceec4f024411eca1bb,18249,Residential,"City of Sturgeon Bay, Wisconsin (Utility Company)",
539f6bceec4f024411eca1e1,12647,Residential Dual Fuel Interruptible Electric Service,Minnesota Power Inc,
539f6bceec4f024411eca1eb,14062,Residential Time of Peak,Oklahoma Electric Coop Inc,
564f8e895457a35437c58358,19032,Resident Electric Heat Rate (ALL Electric),"City of Torrington, Wyoming (Utility Company)",
539f6bceec4f024411eca1ef,10375,Residential All Electric (Rate110),"Kiwash Electric Coop, Inc",Fixed monthly charge= Customer Charge ($30.00 per month) + 36 month surcharge ($3.66 per month)
539f6bdcec4f024411eca23d,9806,Standard Residential,"Village of Johnson, Vermont (Utility Company)",
539f6bddec4f024411eca26f,7958,Residential,"City of Hallettsville, Texas (Utility Company)",Generation Charge +Wires Charge = $0.0593 + $0.0369 = $0.0962
5cb4fb8a5457a31e189b6ec3,13407,RS (Residential Service) DG Rate,Nevada Power Co,
539f6bddec4f024411eca2b5,7265,All Electric Residential,"City of Gladstone, Michigan (Utility Company)",
539f6bebec4f024411eca2bb,12298,Rg-2 Residential Service Optional Time-of-Day Single Phase 9am-9pm,"City of Menasha, Wisconsin (Utility Company)",
539f6becec4f024411eca317,12928,Residential- Single Phase City Rate,"City of Morgan City, Utah (Utility Company)",
539f6becec4f024411eca33f,10966,Residential- All Electric,"City of Lexington, North Carolina (Utility Company)",
539f6becec4f024411eca349,13675,Uncontrolled Electric Heat,Nishnabotna Valley R E C,
539f6becec4f024411eca34f,1826,Residential,"City of Blakely, Georgia (Utility Company)",
539f6becec4f024411eca36b,14659,Residential Service,"Town of Pendleton, Indiana (Utility Company)",
539f6becec4f024411eca36f,10609,RIVERWINDS ELECTRIC RATE - RESIDENTIAL,"City of Lake Park, Minnesota (Utility Company)",
55b0083e5457a3617d91234f,10605,Rg-1 Residential Service Three Phase,Lake Mills Light & Water,
539f6bfaec4f024411eca3a3,2851,Residential,"City of California, Missouri (Utility Company)",
539f6bfaec4f024411eca3bb,1353,Rate 5 Off Peak Residential,"City of Baudette, Minnesota (Utility Company)",
564cbc315457a37a09c5835a,8579,Residential,"City of Highlands, North Carolina (Utility Company)",
539f6bfaec4f024411eca40f,789,Residential,"Town of Argos, Indiana (Utility Company)",
539f6bfbec4f024411eca437,5563,Residential Rate,"City of Earlville, Iowa (Utility Company)",
539f6c09ec4f024411eca45b,10056,Residential Service (Rg-1) Three Phase,"City of Kaukauna, Wisconsin (Utility Company)",
539f6c0aec4f024411eca467,13781,Residential Heat Pump Service (E06),Northern States Power Co - Minnesota (South Dakota),
539f6c0aec4f024411eca479,17011,Residential TOD,Shawano Municipal Utilities,
55a515125457a3e65f7fe132,17127,M-1,"Town of Shrewsbury, Massachusetts (Utility Company)",
539f6c0aec4f024411eca4b5,10375,Experimental Residential Time of Use,"Kiwash Electric Coop, Inc",Fixed monthly charge = Customer Charge ($30.00 per month) + Special Meter Charge ($2.00 per month)
539f6c0aec4f024411eca4bf,10321,Residential,"City of Kingman, Kansas (Utility Company)",
539f6c0aec4f024411eca4c1,12897,Green Power,Moose Lake Water & Light Comm,
539f6c0aec4f024411eca4c7,3086,TE/HABITAT HOME RATE SCHEDULE,Carroll County REMC,
539f6c0bec4f024411eca4e9,4062,"Residential Service, Storage Water Heating Provision: SCHEDULE R-R",Columbus Southern Power Co,
539f6c0bec4f024411eca4f3,12909,All Electric Rates Residential,"City of Moran, Kansas (Utility Company)",
539f6c0bec4f024411eca4f9,1591,"SGS (Residential,Farm,Commercial 1-30HP,Seasonal)-Single Phase","Big Country Electric Coop, Inc",
539f6c1aec4f024411eca515,17184,Residential - All Electric,"City of Siloam Springs, Arkansas (Utility Company)",
55956ef05457a3810fce826d,2215,Small General Service - Single Phase,"Bridger Valley Elec Assn, Inc (Utah)",
539f6c1aec4f024411eca545,20618,Residential,"Town of Wickenburg, Arizona (Utility Company)",
539f6c1aec4f024411eca555,26616,Aged or Handicapped(seniors over 60) for Nuiqsut only,North Slope Borough Power & Light,
539f6c1bec4f024411eca589,6258,General Service (Multiphase)-Residential-Wind Energy Electric Service,Federated Rural Electric Assn,
539f6c1bec4f024411eca595,4459,Residential,Cozad Board of Public Works,
539f6c1bec4f024411eca5af,16954,Residential Service,Seward County Rrl Pub Pwr Dist,
539f6c1bec4f024411eca5b3,5828,Domestice Service,"Borough of Ellwood City, Pennsylvania (Utility Company)",
539f6c1bec4f024411eca5d5,6206,Rate A - Residential and General Farm Service,Farmers Electric Coop Corp,
539f6c2aec4f024411eca5d7,10798,City Residential Service,Lawrenceburg Municipal Utils,
539f6c2aec4f024411eca5df,7265,Hot Water Heater Residential,"City of Gladstone, Michigan (Utility Company)",
539f6c2aec4f024411eca60f,12377,Interruptible Whole House Comfort Service,Midwest Energy Cooperative,
539f6c2bec4f024411eca631,10624,Farm and Home,Southern Rivers Energy,
539f6c2bec4f024411eca66f,17740,Residential Rate- Hydro Credit,"City of Sparta, Tennessee (Utility Company)",
539f6c2bec4f024411eca695,6722,Storage Space Heating,Franklin Rural Electric Cooperative,
539f6c39ec4f024411eca69d,13780,Residential Time Of Day Service MR-2,Northern States Power Co - Wisconsin (Michigan),
539f6c39ec4f024411eca69f,17571,Class A:Residential Consumption,"Borough of South River, New Jersey (Utility Company)",
539f6c39ec4f024411eca6b7,40221,Residential TOU,"Bedford Rural Elec Coop, Inc",NET METERING RATE RIDER (if applicable)= Energy produced by the member's AES in excess of that used by the member in any given billing period will be purchased by Allegheny at its avoided cost of wholesale energy.
539f6c39ec4f024411eca6d1,3478,Residential Prepaid,Cimarron Electric Coop,A power cost adjustment may apply.
539f6c39ec4f024411eca6fb,2010,Residential-Net metering (ERN),"City of Bountiful, Utah (Utility Company)",
5616d0985457a3606235c494,8493,Residential Service Electric Rates,"City of Hermann, Missouri (Utility Company)",
539f6c3aec4f024411eca743,9999,Rate Schedule A1: Envirowatt Residential Electric Service Rate Schedule,Kankakee Valley Rural E M C,
539f6c3aec4f024411eca74f,10798,Rural Residential Service,Lawrenceburg Municipal Utils,
539f6c3aec4f024411eca753,20392,City Employees,"City of West Plains, Missouri (Utility Company)",http://www.westplains.net/clerk/
539f6c48ec4f024411eca793,8063,Residential All Electric,"Village of Hampton, Nebraska (Utility Company)",
539f6c49ec4f024411eca7c5,3226,Residential,"Central Rural Electric Cooperative, Inc",
539f6c49ec4f024411eca7cf,4147,RATE R-4 RESIDENTIAL SERVICE-ASSISTANCE RATE (SINGLE PHASE),"Town of Concord, Massachusetts (Utility Company)",
539f6c49ec4f024411eca7e1,17668,Residential (R - 07),"City of Southport, North Carolina (Utility Company)",
539f6c49ec4f024411eca7e7,9231,Residential All Electric Home Service,"City of Independence, Missouri (Utility Company)",
539f6c49ec4f024411eca7e9,7131,Residential,"Village of Georgetown, Ohio (Utility Company)",
55dcb7a45457a3bc7a687723,26939,Residential - Single Phase,Red River Valley Coop Pwr Assn,
539f6c58ec4f024411eca833,20848,Residential Electric Service,"City of Blue Hill, Nebraska (Utility Company)",
539f6c58ec4f024411eca839,20140,Residential Service,"City of Washington, Georgia (Utility Company)",
539f6c58ec4f024411eca865,13352,Residential Rate,"City of Negaunee, Michigan (Utility Company)",
539f6c59ec4f024411eca8a5,416,Residential,"City of Altus, Oklahoma (Utility Company)",
539f6c59ec4f024411eca8e5,768,Residential- Rural (Unbundled),"City of Arcanum, Ohio (Utility Company)",
539f6c67ec4f024411eca8fb,1205,Residential- All Electric,"City of Bardwell, Kentucky (Utility Company)",
539f6c68ec4f024411eca91f,6941,Residential within corporate limits,"City of Garden City, Kansas (Utility Company)",
539f6c68ec4f024411eca925,228,Residential,"City of Albany, Missouri (Utility Company)",
539f6c68ec4f024411eca94f,16057,Residential Rate,"Rio Grande Electric Coop, Inc (New Mexico)",
55b7c9895457a3d333995e8b,15159,Rg-1 Residential Service Single Phase,"City of Plymouth, Wisconsin (Utility Company)",
539f6c68ec4f024411eca973,2759,Rg-1 Residential Service,"Village of Cadott, Wisconsin (Utility Company)",
539f6c69ec4f024411eca997,9231,Residential Service,"City of Independence, Missouri (Utility Company)",
539f6c69ec4f024411eca99f,3420,Schedule 1 - Residential Rate Three Phase,"City of Cheney, Washington (Utility Company)",
539f6c69ec4f024411eca9b7,11566,Residential- Wind power,"City of Mangum, Oklahoma (Utility Company)",
539f6c77ec4f024411eca9cb,11099,Residential Single Phase,"Town of Lingle, Wyoming (Utility Company)",
539f6c77ec4f024411eca9cf,17754,Residential,"City of Summerfield, Kansas (Utility Company)",
539f6c78ec4f024411eca9e5,10570,Residential Rate,"City of Lafayette, Alabama (Utility Company)",
539f6c78ec4f024411eca9fb,20141,City Residential,"City of Washington, Kansas (Utility Company)",
539f6c78ec4f024411ecaa17,8209,Residential Rate,"City of Hartford, Alabama (Utility Company)",* Subject to power cost adjustment
539f6c78ec4f024411ecaa3d,12377,Residential Service,Midwest Energy Cooperative,
539f6c78ec4f024411ecaa49,15188,Space and Water Heating - Three Phase,Polk County Rural Pub Pwr Dist,
561be0945457a3583ca988ff,6149,E130 Low Income/Elderly,"City of Ellensburg, Washington (Utility Company)",
539f6c78ec4f024411ecaa55,19157,Interruptible Heating - Single Phase,Tri-County Electric Coop,
539f6c79ec4f024411ecaa75,18231,Residential Three Phase Demand,"City of Stuart, Iowa (Utility Company)",
539f6c87ec4f024411ecaa95,8796,SCHEDULE GH GENERAL SERVICE - HEATING (RESIDENTIAL),"City of Hingham, Massachusetts (Utility Company)",
539f6c87ec4f024411ecaaa7,282,Residential Service Rate,"Village of Arcadia, Ohio (Utility Company)",
539f6c87ec4f024411ecaaad,10019,General Domestic Service - Large (12),Kaw Valley Electric Coop Inc,
539f6c87ec4f024411ecaac3,6443,Rate Code 1 - Residential Service,"Florida Keys El Coop Assn, Inc",
539f6c88ec4f024411ecaaf9,13416,Standard Residential- Single Phase,"City of New Bern, North Carolina (Utility Company)",
539f6c98ec4f024411ecabcd,13441,"Time-based Pricing Pilot- BN, BNH (less than 400 Amp Service)",New Hampshire Elec Coop Inc,
539f6c98ec4f024411ecabeb,6258,General Service(Selected Villages),Federated Rural Electric Assn,
539f6c98ec4f024411ecabf7,19157,City Service (single-phase),Tri-County Electric Coop,
539f6ca6ec4f024411ecac0d,7287,Urban Residential Service,"City of Glen Elder, Kansas (Utility Company)",Plus applicable energy cost adjustment.
539f6ca7ec4f024411ecac13,13481,Rg-1 Residential Service Three Phase,"City of New Richmond, Wisconsin (Utility Company)",
539f6ca7ec4f024411ecac55,16082,Rg-1 Residential Service,"City of River Falls, Wisconsin (Utility Company)",
539f6ca7ec4f024411ecac6d,2998,General Service: Single-Phase,"Carbon Power & Light, Inc",
539f6ca7ec4f024411ecac83,15312,Rg-1 Residential Service,"Village of Prairie Du Sac, Wisconsin (Utility Company)",
539f6ca8ec4f024411ecaca5,6617,RESIDENTIAL:  #10,Fort Valley Utility Comm,
539f6ca8ec4f024411ecacb3,19062,Alternate Heat Pump Rate - Separately Metered Heat,"City of Traer, Iowa (Utility Company)",A rolling monthly calculated Power Cost Adjustment charge per kWh will also be applicable.
539f6ca8ec4f024411ecacb5,12298,Rg-1 Residential Service Single Phase,"City of Menasha, Wisconsin (Utility Company)",
539f6ca8ec4f024411ecacc7,11125,Rg-1 Residential Service Three Phase,"City of Lodi, Wisconsin (Utility Company)",
539f6ca8ec4f024411ecaccf,17564,Residential,South Kentucky Rural Electric Coop Corp (Tennessee),
539f6cb6ec4f024411ecad05,21538,Rate R- (Residential Rate),"Mohave Electric Cooperative, Inc",
539f6cb6ec4f024411ecad07,18538,"Tariff A1: Single Phase Residential, Greater Than 200 Amps and Less Than 400 Amps","City of Tell City, Indiana (Utility Company)",
594bf81f5457a3725775d089,5574,Residential,East Central Energy,
539f6cb7ec4f024411ecad57,18944,In Town Electric Customers,"Village of Tontogany, Ohio (Utility Company)",
539f6cb7ec4f024411ecad8b,5905,Residential Rate,Excelsior Electric Member Corp,
539f6cc6ec4f024411ecada7,17862,Residential,"City of St Charles, Minnesota (Utility Company)",
539f6cc6ec4f024411ecadab,3029,Residential,"City of Carlisle, Iowa (Utility Company)",All rates are subject to Power Production Cost Adjustment or Energy Cost adjustment - month to month rates
539f6cc6ec4f024411ecadad,7646,Residential service rate - Single phase,Greenwood Commissioners-Pub Wk,
539f6cc6ec4f024411ecadbb,7265,Rate Schedule HH- Home Heat,"City of Gladstone, Michigan (Utility Company)",
539f6cc6ec4f024411ecadc1,2641,Residential Rate: RURAL DOMESTIC SERVICE:,"Butler Rural El Coop Assn, Inc",
539f6cc7ec4f024411ecadcb,7496,RESIDENTIAL - E5,"Town of Granite Falls, North Carolina (Utility Company)",
564cb7635457a36e10c5835b,4604,Residential,"City of Crystal Falls, Michigan (Utility Company)",
539f6cc8ec4f024411ecae43,6804,"Residential Sales,Residential Sales Seasonal And Public Building Service",Frontier Power Company,
539f6cc8ec4f024411ecae5f,16565,Single Phase Master Metered (Demand) RV Parks,Salmon River Electric Coop Inc,
539f6cd9ec4f024411ecaeaf,20949,Water/House Heat (Non electric),"City of Woodbine, Iowa (Utility Company)",
539f6cd9ec4f024411ecaedb,1776,Residential Service Optional Time-of-Day,"City of Black River Falls, Wisconsin (Utility Company)",
539f6cd9ec4f024411ecaef1,25251,General Purpose Residential Service (Low/Level use rate),"Entergy Power, Inc",
539f6ceaec4f024411ecaf5f,19156,Small Power Productiona (SPP),Powder River Energy Corporation,
539f6ceaec4f024411ecafa1,13448,Rg-2 Residential Service Optional Time-of-Day Three Phase 7am-7pm,"City of New Holstein, Wisconsin (Utility Company)",
539f6cebec4f024411ecafd3,604,Residential Rate,"City of Andalusia, Alabama (Utility Company)",
539f6cebec4f024411ecafd9,11740,Rg-1 Residential Service Three Phase,"City of Marshfield, Wisconsin (Utility Company)",
5570759d5457a31125db22a3,18022,RESIDENTIAL TIME-OF-USE (Optional),"City of Statesville, North Carolina (Utility Company)",
